epoch,phase,loss,lr,mae,rel_err_pct,rmse,time_sec
1,train,220.18996584086307,0.0001,220.1899871826172,92.27539346507103,309.5587333205122,37.5543863773346
1,val,188.52534725304807,0.0001,188.5253448486328,79.00563779525181,278.0455925967898,4.469396114349365
2,train,176.28697779491694,0.0001,176.28697204589844,73.87688203464977,261.6466337209405,39.68485569953919
2,val,147.80228632146662,0.0001,147.8022918701172,61.93975853047354,221.8879573681276,3.835909128189087
3,train,126.05540630713055,0.0001,126.05540466308594,52.82625342104236,199.7799961833016,52.07662606239319
3,val,96.38769984389796,0.0001,96.3876953125,40.39335586359857,154.16652167785975,7.919458866119385
4,train,93.89806287360912,0.0001,93.89806365966795,39.35002168204024,157.9383347326576,64.76561522483826
4,val,82.78483211632931,0.0001,82.78483581542969,34.692782334516224,135.76296266379134,7.406549692153931
5,train,82.35192105585477,0.0001,82.3519287109375,34.511363217015266,144.19445556478584,65.70905756950378
5,val,84.38233748927262,0.0001,84.38233947753906,35.362250918735164,144.30424402542707,8.024672031402588
6,train,76.66520426072657,0.0001,76.66520690917969,32.12821901278586,136.29418721555956,64.84294891357422
6,val,65.41124235210997,0.0001,65.41124725341797,27.41200294521926,107.76865956471296,8.175602197647095
7,train,73.20598185375484,0.0001,73.20598602294922,30.678557416253888,133.1572730833731,63.22995734214783
7,val,70.72221795284386,0.0001,70.72222137451172,29.63768192799997,112.57255039112556,7.560876131057739
8,train,71.17509915900953,0.0001,71.17510223388672,29.827471483076767,131.57289893581807,65.00742030143738
8,val,68.17817507657138,0.0001,68.17817687988281,28.5715448627739,116.19313965602704,7.472895383834839
9,train,67.19772405399618,0.0001,67.1977310180664,28.160667744212475,124.6555292659034,62.24672627449036
9,val,59.23869947953658,0.0001,59.23869705200195,24.825261805041904,92.72508509702216,5.76744532585144
10,train,66.79527163007846,0.0001,66.79527282714844,27.9920089037476,124.48480156353423,63.274643898010254
10,val,72.24843925707268,0.0001,72.2484359741211,30.27727528321371,124.6185743077652,7.807673692703247
11,train,63.4865031027232,0.0001,63.48649978637695,26.60539574240257,121.96997100977354,62.59627032279968
11,val,65.00280234596946,0.0001,65.0028076171875,27.240837450271314,106.65568689420644,7.642988681793213
12,train,60.93775244561911,0.0001,60.93775177001953,25.537287564269818,117.71323736096971,63.18123650550842
12,val,58.35500724098899,0.0001,58.35500717163086,24.454932379743763,94.39946392359704,8.310420036315918
13,train,59.18198810410419,0.0001,59.18198776245117,24.801496547143262,116.33201491985128,60.56010103225708
13,val,62.393309252189866,0.0001,62.39330673217773,26.14726946389261,111.80818972267863,7.661395788192749
14,train,59.19496691154711,0.0001,59.19496536254883,24.80693509214964,115.7396306775471,62.382317543029785
14,val,63.14163092410926,0.0001,63.141632080078125,26.46087144370436,103.33876518821482,7.308635473251343
15,train,54.564571496212125,0.0001,54.564571380615234,22.86646798895272,109.90365987138463,63.841421604156494
15,val,56.637765849720346,0.0001,56.63776016235352,23.73528274680514,83.49339478459508,7.546440601348877
16,train,55.49055446791729,0.0001,55.49055099487305,23.254519845168183,110.89490819718684,60.53133010864258
16,val,57.90625166459517,0.0001,57.90625,24.26687094647411,88.60413850026984,8.193174600601196
17,train,55.00705553562152,0.0001,55.00705337524414,23.051899673099776,109.77465821371295,69.51694893836975
17,val,68.8170375477184,0.0001,68.81703186035156,28.83927090900461,114.5550665891736,6.90626335144043
18,train,51.84686683115333,0.0001,51.84686279296875,21.72755321604573,106.96265137449848,61.87472367286682
18,val,55.46250818425959,0.0001,55.46250534057617,23.24276670424856,100.54061387848444,7.648149728775024
19,train,49.08326541374026,0.0001,49.0832633972168,20.569406903918715,104.13895933589168,63.69571089744568
19,val,52.41139856974284,0.0001,52.41139221191406,21.964131521753817,88.90192212664752,7.873993396759033
20,train,46.11133518154774,0.0001,46.11133193969727,19.323954519354125,98.72390379076133,63.08430504798889
20,val,65.67172144109553,0.0001,65.67172241210938,27.521160714211845,97.28176196460208,7.698455095291138
21,train,47.236540019231214,0.0001,47.23654174804688,19.79549811279693,101.48664474944474,63.90790057182312
21,val,48.97354990641277,0.0001,48.97354888916016,20.52342865725358,76.52476429745634,7.994309186935425
22,train,45.65718037769048,0.0001,45.65718078613281,19.133632620870067,100.20421043580204,61.49634742736816
22,val,48.07816652240175,0.0001,48.07816696166992,20.148199425828462,74.91902203900722,8.079653978347778
23,train,47.55762021613843,0.0001,47.5576171875,19.930051744806256,101.01742675307317,63.240588426589966
23,val,54.25383971243193,0.0001,54.25384140014648,22.736249845359165,89.36352909342406,7.584366321563721
24,train,43.10883673979377,0.0001,43.10883712768555,18.06569389769636,97.24601835518769,63.70199704170227
24,val,56.94311648282138,0.0001,56.943115234375,23.86324841761955,97.92191364487827,8.150660037994385
25,train,44.79236589810664,0.0001,44.79236602783203,18.77121322515785,97.85952344112964,61.815829277038574
25,val,65.81150281501539,0.0001,65.8115005493164,27.579737776562485,110.80242657259362,7.579641103744507
26,train,42.90959661464498,0.0001,42.90959930419922,17.982198963205636,97.14836933300784,59.90015363693237
26,val,53.42808430989583,0.0001,53.42808532714844,22.390198839522817,86.60011310525957,8.704182624816895
27,train,39.75428496852066,0.0001,39.7542839050293,16.659895557450284,93.04296407607886,64.82587313652039
27,val,54.23441372495709,0.0001,54.23440933227539,22.72810641553508,85.01188738108189,8.065062284469604
28,train,38.84971260558876,0.0001,38.84971618652344,16.280816820905812,93.27458623601608,63.74587154388428
28,val,50.98857239231919,0.0001,50.98857879638672,21.367870677103813,86.7510412851771,7.510916233062744
29,train,39.03489519883487,0.0001,39.03489685058594,16.35842079762215,90.69384238676297,61.7314453125
29,val,48.79859103578509,0.0001,48.79859161376953,20.45010901346641,78.1655644689527,7.026604890823364
30,train,37.488380936901976,0.0001,37.488380432128906,15.710319524538551,90.16006274433542,61.44379782676697
30,val,47.73107549493963,0.0001,47.731075286865234,20.00274312570402,80.03058192321701,8.14062786102295
31,train,37.76062064122672,0.0001,37.7606201171875,15.824407473663843,90.30994265410372,65.24556422233582
31,val,46.9194892652107,0.0001,46.91949081420898,19.662631036592543,76.34257315916525,7.862859487533569
32,train,37.282325569949165,0.0001,37.282325744628906,15.623967835219386,88.77674552986835,62.89270353317261
32,val,45.04187370069099,0.0001,45.041873931884766,18.875774927445725,73.10698228880057,8.292384147644043
33,train,37.33988005512892,0.0001,37.33987808227539,15.648086391513043,90.7244766535608,61.9816107749939
33,val,61.38582509358724,0.0001,61.38582611083984,25.72506284165269,108.92287803475908,7.424191474914551
34,train,38.04102170282743,0.0001,38.04101943969727,15.941914895972149,90.94434574748172,62.5826632976532
34,val,49.43930472171668,0.0001,49.43930435180664,20.71861359332969,86.29296936888892,7.67278265953064
