epoch,phase,contrastive_loss,loss,lr,mae,rel_err_pct,rmse,time_sec
1,selfsup,0.37791028394494,,,,,,
2,selfsup,0.3157297236624584,,,,,,
3,selfsup,0.2813213389487036,,,,,,
4,selfsup,0.268273936003767,,,,,,
5,selfsup,0.2517566249896121,,,,,,
6,selfsup,0.2338955950352453,,,,,,
7,selfsup,0.2379229371586153,,,,,,
8,selfsup,0.2210732860270367,,,,,,
9,selfsup,0.2162338072253811,,,,,,
10,selfsup,0.2151236031805315,,,,,,
11,selfsup,0.2079174492948798,,,,,,
12,selfsup,0.2062774781257875,,,,,,
13,selfsup,0.1992386725320611,,,,,,
14,selfsup,0.2024266683766918,,,,,,
15,selfsup,0.1925337945101081,,,,,,
16,selfsup,0.1981675322417931,,,,,,
17,selfsup,0.1924920133365097,,,,,,
18,selfsup,0.1906347418384205,,,,,,
19,selfsup,0.1906243990906464,,,,,,
20,selfsup,0.1912937533631119,,,,,,
1,train,,220.1083082513777,0.0001,220.1083068847656,92.24116356334372,308.9951835182872,62.0155668258667
1,val,,188.45942493785512,0.0001,188.4594268798828,78.9780134396648,277.994871243158,7.743592262268066
2,train,,176.4893466833866,0.0001,176.48934936523438,73.96169264302064,262.1107828762487,61.51263093948364
2,val,,129.6678243926077,0.0001,129.66783142089844,54.3401192617395,207.62219669991936,7.901281118392944
3,train,,125.42436990962686,0.0001,125.42436981201172,52.56180456976579,201.1335260778272,64.93942737579346
3,val,,119.55252056699813,0.0001,119.55252075195312,50.10107876806588,181.3156669837165,8.483096837997437
4,train,,95.43685316092235,0.0001,95.43685913085938,39.99488732458507,163.29121680107292,61.23125600814819
4,val,,88.72243976015034,0.0001,88.72244262695312,37.1810653475959,139.81236030390875,7.30936074256897
5,train,,81.81257463448779,0.0001,81.81257629394531,34.285335879754854,143.95336837193148,61.90622878074646
5,val,,79.55128150708748,0.0001,79.55127716064453,33.33768939422868,120.50628063248404,7.448491334915161
6,train,,78.26654667709813,0.0001,78.26654815673828,32.79929582050541,137.18873148650002,64.30658078193665
6,val,,68.96648749149207,0.0001,68.96649169921875,28.901905298582093,110.54728908933043,8.187448263168335
7,train,,76.63849526864512,0.0001,76.63849639892578,32.11702539369869,137.555578256118,62.35561990737915
7,val,,65.02422318892046,0.0001,65.02421569824219,27.249808971310337,111.9834146481076,8.668338537216187
8,train,,70.09338450833202,0.0001,70.0933837890625,29.374153889521544,129.1287435928771,60.038246870040894
8,val,,64.41480590357925,0.0001,64.41481018066406,26.994424361719183,101.58358915660295,8.636038780212402
9,train,,67.45083167593086,0.0001,67.4508285522461,28.266733759521788,125.12652190632888,63.21548080444336
9,val,,68.10192223751184,0.0001,68.10192108154297,28.539588215309536,120.58321815244442,8.373586416244507
10,train,,66.30792121758766,0.0001,66.30792236328125,27.78777411367318,124.45095435175458,65.1490523815155
10,val,,60.93408337217389,0.0001,60.93408584594727,25.53575127840219,103.98563227076131,8.124973773956299
11,train,,64.71518969808764,0.0001,64.71519470214844,27.120307016307667,121.70482510206816,63.985801219940186
11,val,,59.50187863436612,0.0001,59.50187683105469,24.93555300390203,100.50118061340126,8.326754093170166
12,train,,59.46695344969881,0.0001,59.46694946289063,24.92091593295175,116.35364163564029,58.05636382102966
12,val,,61.26421340017608,0.0001,61.26421737670898,25.674100062037063,102.1689394459001,8.357255458831787
13,train,,59.5919312371148,0.0001,59.5919303894043,24.973291902982183,118.57549678369472,63.39485740661621
13,val,,75.00150308320016,0.0001,75.00150299072266,31.431007773210297,119.4760983876587,7.684813499450684
14,train,,57.37694526954933,0.0001,57.37694549560547,24.045054405856742,112.85490892624033,63.59343528747559
14,val,,58.79555455988104,0.0001,58.79556274414063,24.63955675488193,95.80765337546109,8.38315224647522
15,train,,53.852622163817536,0.0001,53.85261917114258,22.568108962286665,110.3308766563105,63.902018785476685
15,val,,57.83102951049805,0.0001,57.831031799316406,24.23534912682917,92.43166817303472,7.074845790863037
16,train,,53.90344301731097,0.0001,53.9034423828125,22.589407532280724,110.7368519988942,61.73275351524353
16,val,,55.64620490796639,0.0001,55.64620590209961,23.319750411867066,90.8019178280393,8.068781852722168
17,train,,53.10066905423046,0.0001,53.10066986083984,22.252988282360256,107.0979035158952,62.59674954414368
17,val,,61.88855183919271,0.0001,61.888553619384766,25.9357417160592,99.91863877675677,7.319108724594116
18,train,,50.653091253415504,0.0001,50.6530876159668,21.2272758166228,104.9741225552755,63.729655742645264
18,val,,54.277571776418974,0.0001,54.2775764465332,22.74619653172851,78.36681015323866,7.865658283233643
19,train,,51.21996614860766,0.0001,51.219970703125,21.46484047878354,106.09566456299004,56.59520983695984
19,val,,54.27777365482215,0.0001,54.27777099609375,22.74627806194465,87.94067325031547,7.97360348701477
20,train,,46.603993191703,0.0001,46.604000091552734,19.53041780200316,100.33784239850635,62.04303240776062
20,val,,54.69668574477687,0.0001,54.696685791015625,22.921833399510767,92.31386466492994,8.379198789596558
21,train,,46.95642336707324,0.0001,46.95641708374024,19.678105791970246,100.09925250251622,71.16046619415283
21,val,,50.35924493038293,0.0001,50.35924530029297,21.104134815569,85.01057781149208,8.537666082382202
22,train,,44.93703046856505,0.0001,44.93703079223633,18.83183813470411,98.32640556457864,63.72748017311096
22,val,,48.601466832016456,0.0001,48.60146713256836,20.367499720934088,85.38870223132567,8.817560911178589
23,train,,45.24984318640096,0.0001,45.24984359741211,18.962929130474816,99.57452944434384,62.105469942092896
23,val,,49.606339055841616,0.0001,49.60633850097656,20.78861287909868,85.63307158580001,8.591990947723389
24,train,,43.28879773432157,0.0001,43.28879928588867,18.141110946261986,96.41872893303716,64.83379983901978
24,val,,50.77306671142578,0.0001,50.77306365966797,21.277554381198524,87.22639421445925,8.766605138778687
25,train,,41.15141039504748,0.0001,41.15140914916992,17.24539121632481,94.49867207234978,65.56706285476685
25,val,,54.93754633123224,0.0001,54.93754577636719,23.02277100435819,90.6364809537942,8.316829204559326
26,train,,40.168708575213394,0.0001,40.16870880126953,16.83356930552391,93.3304989338962,63.48304986953735
26,val,,51.85934633197206,0.0001,51.859352111816406,21.732787135502782,86.78622375015807,7.688617944717407
27,train,,42.3256124888205,0.0001,42.32561492919922,17.737467635182593,94.89317595986552,63.828842639923096
27,val,,53.33117953213778,0.0001,53.331180572509766,22.34958879872556,87.92947335880189,8.339771509170532
28,train,,41.537453763814085,0.0001,41.53745269775391,17.407171144631427,94.89283120479914,73.79489874839783
28,val,,53.84755887118253,0.0001,53.84756088256836,22.565989175947223,91.0008799751409,7.525084972381592
29,train,,39.48622657698815,0.0001,39.48622512817383,16.547559708656262,91.83262734623516,60.343810081481934
29,val,,50.68581466674805,0.0001,50.685813903808594,21.24099047720628,87.85284604720412,8.471664667129517
30,train,,38.213936101226295,0.0001,38.21393585205078,16.014379271807982,90.70852293369406,59.5405638217926
30,val,,50.8629868478486,0.0001,50.86298370361328,21.31523732737311,77.6759343764206,7.665512323379517
