epoch,phase,loss,lr,mae,rel_err_pct,rmse,time_sec
1,train,221.64059278700088,0.0001,221.6405792236328,92.83411931007204,312.6016084811465,31.595630168914795
1,val,186.72701998623936,0.0001,186.72702026367188,78.21058101252358,258.07431403086207,3.2930901050567627
2,train,178.37285605279686,0.0001,178.3728485107422,74.71143758208515,265.43968535714475,20.052663803100582
2,val,122.57607574462892,0.0001,122.57608032226562,51.34097061424202,175.96977945445633,2.477212429046631
3,train,127.6449945058084,0.0001,127.64498901367188,53.46408216823746,204.09080967488467,19.8950674533844
3,val,82.12101236979167,0.0001,82.12100982666016,34.39637114547693,119.69374983682314,2.5631468296051025
4,train,96.632363871051,0.0001,96.63236236572266,40.47444871555852,164.29481765830292,20.83322501182556
4,val,71.7607577237216,0.0001,71.76075744628906,30.05698117952005,108.64560812137093,2.539015769958496
5,train,81.50374151416098,0.0001,81.50374603271484,34.13783031032652,143.61161817555012,21.163562774658203
5,val,69.8344452829072,0.0001,69.83444213867188,29.250144337110644,107.07411550387656,2.5711350440979004
6,train,77.58432083386765,0.0001,77.58432006835938,32.496179404718475,139.12951334772575,21.568268299102783
6,val,61.12548872051817,0.0001,61.12549209594727,25.602402077373803,90.37040747321548,2.732822895050049
7,train,70.29065564088147,0.0001,70.29065704345703,29.44122987411804,130.1743647358227,20.798590183258057
7,val,62.89632702451764,0.0001,62.896331787109375,26.34411798399651,96.68490421531688,2.526651859283448
8,train,72.14229902016996,0.0001,72.14229583740234,30.21678847136767,130.16077798246292,21.21426010131836
8,val,58.88170198382753,0.0001,58.88170623779297,24.662592748300103,91.0005204741297,2.555621385574341
9,train,68.66176079515657,0.0001,68.6617660522461,28.758969156559623,127.8770810253444,21.45316481590271
9,val,55.98305728796757,0.0001,55.98306274414063,23.448496408806243,83.09931170273765,2.6856889724731445
10,train,64.5292548388343,0.0001,64.52925872802734,27.02806915923024,124.15182552524148,20.900843620300293
10,val,71.4244458285245,0.0001,71.42444610595703,29.91611723122094,102.73081386413476,2.581557273864746
11,train,63.0198546284377,0.0001,63.01985549926758,26.395855870867063,119.2098620540159,21.219343185424805
11,val,58.32800251353871,0.0001,58.328006744384766,24.430675808670024,91.25659222763032,2.544184684753418
12,train,62.08199689717405,0.0001,62.08199691772461,26.003033961810928,119.51624088774504,21.280781269073486
12,val,54.6979638301965,0.0001,54.69796371459961,22.910232896556607,83.21999095488566,2.684942960739136
13,train,60.293103431932856,0.0001,60.2931022644043,25.253755737303475,117.601954603495,21.1124119758606
13,val,51.63552142056552,0.0001,51.63552474975586,21.627530851519907,81.71901290588684,2.555823802947998
14,train,56.501066383849896,0.0001,56.50106430053711,23.66546127426305,113.90827330164608,21.264715433120728
14,val,49.97570324522077,0.0001,49.975704193115234,20.93231529070774,75.09068410824175,2.549628257751465
15,train,54.17802829164447,0.0001,54.17803192138672,22.692459553176526,111.88176917370184,21.308793544769287
15,val,52.6356928507487,0.0001,52.63569641113281,22.046452583565408,81.15016101532085,2.6966240406036377
16,train,51.36962287723015,0.0001,51.369625091552734,21.51615882510016,107.99858940051024,21.102593183517456
16,val,63.34632975260417,0.0001,63.34632873535156,26.53259913003626,96.8703980761796,2.5645999908447266
17,train,49.95019429010976,0.0001,49.9501953125,20.921630901006,104.66093412927528,21.34761071205139
17,val,50.11506895585494,0.0001,50.11507034301758,20.99068877913994,75.18571083178804,2.568154811859131
18,train,51.368689608333085,0.0001,51.368690490722656,21.51576736769975,106.98450621614562,21.35568618774414
18,val,53.67334499937115,0.0001,53.67334747314453,22.48107255625925,80.92385563081044,2.755356788635254
19,train,51.16003956393361,0.0001,51.160037994384766,21.42837330472073,107.41908746383253,20.884754180908203
19,val,58.30376767245206,0.0001,58.30376434326172,24.42052188303948,89.21901816947438,2.563668966293335
20,train,48.74551707823269,0.0001,48.74551773071289,20.417051898598,103.8859143634256,21.39876198768616
20,val,53.42167494802764,0.0001,53.42167282104492,22.37565867058249,84.18773199671078,2.589282751083374
21,train,46.282326643715805,0.0001,46.28232192993164,19.385342751948137,101.13276874516242,21.34562873840332
21,val,49.6766354416356,0.0001,49.67663192749024,20.80704892258258,74.91582515980852,2.7542200088500977
