epoch,phase,loss,lr,mae,rel_err_pct,rmse,time_sec
1,train,218.3833420210816,0.0001,218.38333129882807,92.56695585291476,307.9154713553705,19.94753623008728
1,val,208.90441330418443,0.0001,208.90440368652344,88.54908750490677,297.1782267217772,2.229158878326416
2,train,174.8502407908841,0.0001,174.85023498535156,74.11442021009074,261.1206617638673,15.749354600906372
2,val,154.2472412109375,0.0001,154.2472381591797,65.38135122150376,225.02530239675272,1.951695203781128
3,train,123.74776706888218,0.0001,123.74777221679688,52.45342902116567,198.87013861123043,16.063838720321655
3,val,102.20309494480942,0.0001,102.2031021118164,43.32120947413026,161.0650889877288,2.007260322570801
4,train,92.12241831050578,0.0001,92.1224136352539,39.04827051277911,156.93188087311958,15.874764442443848
4,val,87.38987311160926,0.0001,87.3898696899414,37.04226948623307,144.9226153956828,1.9625306129455569
5,train,81.2952177619292,0.0001,81.29521942138672,34.4589073830696,142.0741856170571,15.651580333709717
5,val,78.51987898855498,0.0001,78.5198745727539,33.28251162598935,126.59050616061222,1.952994585037232
6,train,75.52905635641079,0.0001,75.529052734375,32.01478083740945,134.54638779525075,16.36886954307556
6,val,66.06923069809423,0.0001,66.0692367553711,28.005013410883727,104.76078591546076,1.959625482559204
7,train,74.74538232565729,0.0001,74.7453842163086,31.68260434443385,135.4414945188512,16.126680374145508
7,val,68.29958482222123,0.0001,68.2995834350586,28.950398763326003,110.42782127225684,2.039297819137573
8,train,71.80018591061987,0.0001,71.80018615722656,30.434212275809884,131.02728127187865,15.780128479003906
8,val,67.32852115053119,0.0001,67.3285140991211,28.538787987852395,109.6388068557388,1.9531984329223635
9,train,67.05471468325014,0.0001,67.0547103881836,28.42272979039533,124.51332210977466,15.913671255111694
9,val,64.97975422252308,0.0001,64.9797592163086,27.543212509425285,106.98414109255869,2.046213865280152
10,train,63.524912752607456,0.0001,63.52491760253906,26.926543378111,122.31244411087124,16.123645305633545
10,val,67.45264175877426,0.0001,67.45263671875,28.591400304839983,111.9017164328814,1.9345550537109373
11,train,61.98770377419212,0.0001,61.987701416015625,26.27495782884768,119.6873041773855,16.034424543380737
11,val,63.44234390258789,0.0001,63.44234085083008,26.891541261840235,98.32388284389503,2.0311875343322754
12,train,62.34192559341791,0.0001,62.3419303894043,26.425106182874863,118.67514499280168,15.912477731704712
12,val,56.08063500144265,0.0001,56.08063507080078,23.77110761947732,93.23276587558958,1.964264154434204
13,train,56.42973601729781,0.0001,56.42973327636719,23.919081176747607,111.90885050036258,16.03053092956543
13,val,57.86482400605173,0.0001,57.86482620239258,24.5273793583626,94.303009587115,1.970653772354126
14,train,56.774025852190526,0.0001,56.774024963378906,24.06501737619375,112.2970913191878,16.033017873764038
14,val,58.81978338992957,0.0001,58.81977844238281,24.9321585203605,92.6911454104436,1.960494041442871
15,train,53.90381412441883,0.0001,53.90381240844727,22.84840969244484,109.41871001598628,15.839638471603394
15,val,59.92205147020744,0.0001,59.92205429077149,25.39938428885113,90.5417074129376,2.0297656059265137
16,train,54.016408202302976,0.0001,54.01640701293945,22.89613558673044,110.7906951192202,16.00792360305786
16,val,57.49196277965199,0.0001,57.49196243286133,24.369332203908275,92.59854864379624,1.9278388023376465
17,train,51.1440259323377,0.0001,51.14402389526367,21.67860785846843,107.86199045249909,16.349087476730347
17,val,68.9631341645212,0.0001,68.963134765625,29.231660736733183,114.22739792843046,1.9898505210876465
18,train,51.84698777118516,0.0001,51.84699249267578,21.97657777556613,107.22920562543815,16.08005714416504
18,val,60.96109769416578,0.0001,60.96109771728516,25.839807495217904,97.0193229384616,1.9630537033081048
19,train,49.0907425337769,0.0001,49.09074020385742,20.8082748541796,103.3965931196478,16.08513879776001
19,val,55.80050219911517,0.0001,55.80050277709961,23.652366900994814,89.39637255381926,2.0480880737304688
20,train,47.29306599523885,0.0001,47.293067932128906,20.046288814194707,100.776579349135,15.99971055984497
20,val,52.6697890772964,0.0001,52.66979217529297,22.325340940125617,83.68662772603668,1.957937717437744
21,train,46.56278516724455,0.0001,46.562782287597656,19.736739918611462,100.8753872359358,16.49799633026123
21,val,51.09953213316022,0.0001,51.09953689575195,21.65975098749941,77.95711649181716,1.9901862144470213
22,train,44.4731464732777,0.0001,44.47314834594727,18.85099899839068,98.7341413294434,15.967566967010498
22,val,53.46524880149148,0.0001,53.46524810791016,22.662513808387946,87.49837331077218,1.9420194625854488
23,train,44.94803670504278,0.0001,44.948036193847656,19.05229147886635,99.0509555576068,16.095022916793823
23,val,50.01184555978486,0.0001,50.011844635009766,21.19870681861058,78.16895638415227,2.0607171058654785
24,train,42.15028479348128,0.0001,42.15028381347656,17.866397759135427,96.7981852716,16.20471739768982
24,val,48.26073041973692,0.0001,48.2607307434082,20.45645565261236,75.07139505476603,2.065084218978882
25,train,42.87341629953095,0.0001,42.873416900634766,18.172914873590283,97.35707172086936,18.2916796207428
25,val,46.137235907352334,0.0001,46.137237548828125,19.556362684801577,79.27488457398566,1.9693496227264404
26,train,42.11258090497669,0.0001,42.112579345703125,17.8504158259765,96.20606241455108,16.375717639923096
26,val,52.232856288100734,0.0001,52.232852935791016,22.14013387761178,79.56509287310767,2.927326440811157
27,train,40.95573926469694,0.0001,40.95573806762695,17.360061205595816,95.63000395404154,24.374375820159912
27,val,54.45853627522786,0.0001,54.458534240722656,23.08354170028345,90.81175799765688,2.801853656768799
28,train,39.12491635409268,0.0001,39.12491607666016,16.584023870674557,92.723731750224,24.307872533798218
28,val,44.41603580821644,0.0001,44.41603469848633,18.826790023244307,72.05988110484051,2.064122200012207
29,train,38.48085343460443,0.0001,38.48085403442383,16.31102289447529,93.04345213057714,19.681302785873413
29,val,47.425399803392814,0.0001,47.4254035949707,20.1023824236286,72.40309053853468,1.994011640548706
30,train,36.72811260801373,0.0001,36.72811508178711,15.568082907776413,90.81710780636269,21.594473361969
30,val,46.60248780684038,0.0001,46.60248565673828,19.753569132783632,74.15103489879625,3.003023624420166
