epoch,phase,bucket_acc,bucket_ce,bucket_distance_l1,bucket_entropy,bucket_expectation_l1,bucket_index_l1,bucket_prior_kl,calorie_from_map_l1,calorie_mae,calorie_map,calorie_map_l1,calorie_mse,calorie_rmse,loss,lr,scheduler_metric,segmentation,segmentation_dice,time_sec,total_calories,volume,volume_mae
1,train,0.500369623784096,0.6190769875882774,0.4264590414941951,0.6086800620760969,2.468564344349728,0.426459042936243,0.088851228386404,0.6943463534917883,127.0320367915656,0.194435934626287,0.1944359385518617,32659.945064421623,164.38753868431172,0.6376745097765617,0.0001,,0.7180227893655018,0.6371999751496059,70.17028737068176,0.2532009431912053,0.0437585476545556,0.0437585478798756
1,val,0.4625000002838316,0.659158685377666,0.3926253616809845,0.4644428264527094,1.3843094876834323,0.3926253645193009,0.2424067705869674,0.4317906789836429,84.80481665475028,0.2643295469738188,0.2643295512312934,14352.034900483632,115.20503525506882,0.4254828949769338,0.0001,115.20503525506882,0.6853963874635243,0.6366129801386878,7.445961236953735,0.1332572198339871,0.081007053454717,0.0810070523903483
2,train,0.4995967742576394,0.8497007902591459,0.4179216845221417,0.3645131137742791,0.7833530548759686,0.4179216830800938,0.3874187117582687,0.4962026931906259,95.17863788399644,0.2677688798116099,0.2677688866212804,22649.71151503696,132.1193913695633,0.5818785370801033,0.0001,,0.6129068126601558,0.7710070238318495,61.83041310310364,0.1675109603512351,0.0642230677548595,0.0642230671940631
2,val,0.4625000002838316,0.9389734324954804,0.4459611418701353,0.3370344354992821,0.5893571972846985,0.4459611347743443,0.4921166343348367,0.4724221243744805,87.91337167649041,0.2600796336219424,0.2600796485231036,15883.915294828868,120.35564368111748,0.546947408806194,0.0001,120.35564368111748,0.5548640007064456,0.79758049760546,7.314362525939941,0.1448052011075474,0.0581666296791462,0.0581666305661201
3,train,0.5002016130314079,0.9450356809682744,0.4251089105682988,0.3052486296622984,0.5431357569271519,0.4251089140933047,0.4769021865501198,0.4207363342565874,89.62529010157431,0.2513068653242562,0.2513068710924476,20699.030429635,124.35215818753808,0.6565161294407315,0.0001,,0.5056107927073714,0.8250776375493696,62.11359190940857,0.1498347700883945,0.0581825152039527,0.0581825151839243
3,val,0.4625000002838316,1.0517343282699585,0.455474099942616,0.2819523818436123,0.4620053399176824,0.4554741013617742,0.6016120328789666,0.4391357430389949,79.45320165724982,0.194807992095039,0.1948079913854599,14694.452683221729,115.94152105422248,0.6570347298275341,0.0001,115.94152105422248,0.4758309423923492,0.853922290461404,7.370462656021118,0.1342657549040658,0.068267839650313,0.0682678400051026
4,train,0.5004032257423606,0.9436914891965928,0.4225051117840633,0.2972119557921604,0.515806564400273,0.4225051147482728,0.4868390895426273,0.4076618378361066,86.39523116491173,0.2386613698095403,0.2386613762987557,19548.97083175824,120.11559361283496,0.7588610888330222,0.0001,,0.4654205635350237,0.8469685469904253,61.29350662231445,0.1416197033619047,0.0602618644554768,0.060261864735875
4,val,0.4625000002838316,0.9100573715709503,0.4350447697298867,0.3288384463105883,0.5738220129694257,0.4350447725682032,0.4839660894303095,0.3852729463861102,76.97217686971028,0.2494912005606152,0.2494912076564062,12609.03667922247,106.21553729829334,0.7389834981976133,0.0001,106.21553729829334,0.520758391845794,0.8276240854036241,7.260936975479126,0.1164595756147589,0.0651025365860689,0.0651025353443054
5,train,0.4995967742576394,0.9606017236427594,0.4255007690479678,0.2898686538620662,0.4876934262693569,0.4255007674456924,0.5085724798902389,0.3821383999880924,84.183532263643,0.2541365527337597,0.2541365584218374,19056.593168525287,118.8341314664451,0.8624296690879848,0.0001,,0.4512944420178731,0.8483259732364327,61.42155432701111,0.1375294862194888,0.0605534854074639,0.0605534853073217
5,val,0.4625000002838316,0.930110045841762,0.4275793057112467,0.3149637721833728,0.5642800160816738,0.4275793050016676,0.4863257117214657,0.489825937009993,78.94309888567243,0.2944171755086808,0.2944171868619464,12212.990827287946,106.20610573178246,0.898915801265023,0.0001,106.20610573178246,0.5246571117923373,0.8391518990198771,7.361566543579102,0.1158055922105198,0.0786316811683632,0.078631682055337
6,train,0.5002016130314079,0.9558175095627384,0.4232931503204889,0.2876996067102237,0.477357503307122,0.4232931494392374,0.5054072372374996,0.3607965795904077,80.44967218624649,0.2557721586637599,0.2557721635506999,17809.10051374538,112.84976245510964,0.8389922294151101,0.0001,,0.4350784629262904,0.8593625666633729,61.86043334007263,0.1268476908826219,0.0591676894935869,0.059167689814042
6,val,0.4625000002838316,1.0058664679527285,0.4388331799280076,0.28872330841564,0.4585486678850083,0.4388331799280076,0.5488120558716002,0.3378506082864034,71.44347635904948,0.2643334752037412,0.2643334837186904,11455.611281622025,101.42106137956893,0.824666543079145,0.0001,101.42106137956893,0.4444399206411271,0.8626035707337516,7.367310047149658,0.1076663944515444,0.0691739329624743,0.0691739320755004
7,train,0.5004032257423606,0.9537397070277122,0.4218690178246908,0.2842179406234013,0.458130856835714,0.4218690176644633,0.5073353016088086,0.3457867632149368,78.21617177737656,0.2525265504435826,0.2525265554106363,17336.448515204975,110.1122991295271,0.8195848789680686,0.0001,,0.4242141032090751,0.86252587456857,61.83406615257263,0.1210318448682946,0.0605642272620111,0.0605642274222386
7,val,0.4625000002838316,0.9418605849856422,0.4310695897965204,0.3118700079974674,0.5495001035077232,0.431069586958204,0.4972135452997117,0.3839687548932575,79.70856893630256,0.2702489878450121,0.2702489935216449,13090.11095610119,110.90479714529856,0.8683358138257807,0.0001,110.90479714529856,0.4678747611386435,0.8393311330250331,7.349196195602417,0.1254165257726396,0.061942931974218,0.0619429326837971
8,train,0.5002016130314079,0.9520875281223686,0.4212654535808871,0.2826931209814164,0.443339993716568,0.4212654542217972,0.505978820545058,0.3296103988603879,75.27934539958994,0.2445553756689512,0.244555380636005,16169.035049274404,106.49465007166708,0.7998214591633189,0.0001,,0.402323103720142,0.8692385964496161,61.27702474594116,0.1139411972935802,0.0620070776992267,0.0620070779195395
8,val,0.4625000002838316,0.8389754891395569,0.4287889422405334,0.3698798872175671,0.7056145469347636,0.4287889443692707,0.4195033517621812,0.4040800567184175,106.63387334914437,0.2679817839747384,0.267981781846001,18807.61214192708,135.0881133306594,0.9523971113291654,0.0001,135.0881133306594,0.4496462671529679,0.8526918263662429,7.1727614402771,0.1835331207229977,0.0539082093607811,0.053908210247755
