epoch,phase,bucket_acc,bucket_ce,bucket_distance_l1,bucket_entropy,bucket_expectation_l1,bucket_index_l1,bucket_prior_kl,calorie_from_map_l1,calorie_mae,calorie_map,calorie_map_l1,calorie_mse,calorie_rmse,loss,loss_contrast,loss_reconstruction,loss_total,lr,scheduler_metric,segmentation,segmentation_dice,time_sec,total_calories,volume,volume_mae
1,selfsup,,,,,,,,,,,,,,,1.9759438996033003,0.3080022837365827,2.1299450435946063,,,,,,,,
2,selfsup,,,,,,,,,,,,,,,0.8795331073223903,0.2415331262414173,1.0002996726061708,,,,,,,,
3,selfsup,,,,,,,,,,,,,,,0.4896352295914004,0.2155112785998211,0.597390867849832,,,,,,,,
4,selfsup,,,,,,,,,,,,,,,0.3903213767434961,0.1933884753655362,0.4870156141058091,,,,,,,,
5,selfsup,,,,,,,,,,,,,,,0.329856460293134,0.1885056126742593,0.4241092685730226,,,,,,,,
6,selfsup,,,,,,,,,,,,,,,0.300797259455086,0.1799709670325761,0.3907827438526256,,,,,,,,
7,selfsup,,,,,,,,,,,,,,,0.2637319236352879,0.1685513651739525,0.3480076055212687,,,,,,,,
8,selfsup,,,,,,,,,,,,,,,0.2458285957334503,0.1718894108649223,0.3317733012059683,,,,,,,,
9,selfsup,,,,,,,,,,,,,,,0.2294544466240431,0.1638668498765396,0.3113878717826259,,,,,,,,
10,selfsup,,,,,,,,,,,,,,,0.2149718992251862,0.1551373421504933,0.292540570260376,,,,,,,,
11,selfsup,,,,,,,,,,,,,,,0.2026346370738039,0.1501025203014573,0.2776858983661538,,,,,,,,
12,selfsup,,,,,,,,,,,,,,,0.1970333899221112,0.1403040046733553,0.2671853919183054,,,,,,,,
13,selfsup,,,,,,,,,,,,,,,0.1910858625365842,0.1352876048655279,0.258729665189661,,,,,,,,
14,selfsup,,,,,,,,,,,,,,,0.1834018050983387,0.1345337439448602,0.2506686768704845,,,,,,,,
15,selfsup,,,,,,,,,,,,,,,0.1750236613455639,0.1285443390889834,0.2392958310502831,,,,,,,,
16,selfsup,,,,,,,,,,,,,,,0.1689442481084536,0.1240557571572642,0.2309721267671995,,,,,,,,
17,selfsup,,,,,,,,,,,,,,,0.1668367324176655,0.1294896389928556,0.2315815514133822,,,,,,,,
18,selfsup,,,,,,,,,,,,,,,0.1621568044347147,0.1232794245644923,0.2237965162563067,,,,,,,,
19,selfsup,,,,,,,,,,,,,,,0.1603110364528112,0.118824765767141,0.2197234193163533,,,,,,,,
20,selfsup,,,,,,,,,,,,,,,0.1569335937540057,0.1180347152534992,0.2159509513006415,,,,,,,,
1,train,0.500134408634196,0.6157584836085638,0.4168771039093694,0.5893119927696002,2.319670165097841,0.4168771008650462,0.099404034475165,0.7077948624087919,116.75736111466604,0.2357130418381383,0.2357130470054765,30206.87748997186,156.06118585730113,0.5933545354038778,,,,0.0001,,0.5707309284517842,0.7850402744226558,63.52260899543762,0.2272311236949697,0.0405594855847377,0.0405594855697164
1,val,0.4625000002838316,0.7445881735710871,0.4046007380599067,0.4180575311183929,1.1357070094063169,0.4046007408982232,0.3041956417617343,0.4878196063495817,90.6752560933431,0.3388595084349314,0.3388595112732478,16440.848923456102,123.881590343657,0.4305195201526988,,,,0.0001,123.881590343657,0.4841228879633404,0.8683235758826846,7.259918689727783,0.1541361734271049,0.0522253009535017,0.0522253011308965
2,train,0.5,0.8757056392008259,0.4197105303887398,0.3483902328116919,0.7067715352581393,0.4197105299881709,0.4112271629273891,0.4623027502368855,93.661681595669,0.2455765932638158,0.2455765978303007,22011.828454458584,129.2696058211788,0.5551323409433718,,,,0.0001,,0.4055894826368619,0.8925123996632074,58.7462785243988,0.1615557082157622,0.0410574253908889,0.0410574252006187
2,val,0.4625000002838316,0.7724371297018868,0.4288271708147866,0.435906008595512,1.029689385777428,0.4288271693956284,0.3218752890825271,0.5239529198124295,125.42525409516834,0.2182095405601319,0.2182095462367648,24789.267438616072,155.0602020990281,0.6682841875336387,,,,0.0001,155.0602020990281,0.4289987200782412,0.8819653732436044,7.336764812469482,0.2334240132144519,0.0421341515722728,0.0421341513948781
3,train,0.5002016130314079,0.9338807393145816,0.4247018436110147,0.307859393697913,0.5478688656322418,0.4247018440115836,0.4756755747341661,0.4318937937258392,90.0828990731188,0.2444792836103388,0.2444792878563686,20743.578022618447,124.98503365055208,0.6524505553823529,,,,0.0001,,0.3619581026736126,0.901273674221449,59.07316207885742,0.1520911228232165,0.0415480412863275,0.0415480411661568
3,val,0.4625000002838316,0.9009263997986204,0.424832121247337,0.3241718106326602,0.5960755078565507,0.4248321255048116,0.4669707857427143,0.3601026442788896,76.43384588332404,0.245190184031214,0.2451901854503722,12941.615071614584,108.6229129972912,0.6094906864744244,,,,0.0001,108.6229129972912,0.3679543350424085,0.9014746348063152,6.913764476776123,0.1206407002395107,0.0358702502257767,0.0358702499596845
4,train,0.5,0.946138616531126,0.4223326612063633,0.2959351145452069,0.5153483820538367,0.4223326593637466,0.4882179084083726,0.4052741143812415,84.76069673927881,0.2591040814595838,0.2591040872277752,18938.5837218582,119.40743536590249,0.7491084020547193,,,,0.0001,,0.3443851720902227,0.9043959116423002,58.643367290496826,0.138060691636256,0.0342410908290936,0.0342410909292358
4,val,0.4625000002838316,1.0193999721890403,0.4489107429981231,0.2834801475207011,0.4340794043881552,0.4489107401598067,0.5850727025951658,0.344211777760869,74.48798606509254,0.2728965807528722,0.2728965878486633,12378.27748325893,105.49504398164297,0.7104363224723123,,,,0.0001,105.49504398164297,0.3384418742997305,0.9080997989291236,7.180224418640137,0.1134060014571462,0.0349385277146384,0.0349385270937567
5,train,0.4997983871288197,0.9549999203412765,0.4233549372643553,0.2897490174860083,0.4824034546011237,0.4233549363831038,0.4994016293716687,0.3807549269128871,82.38612560559345,0.2631463948436963,0.2631464006118877,18072.33985031292,115.2450942993164,0.8456211089686513,,,,0.0001,,0.3326362735161217,0.9048158907762138,58.95210862159729,0.1309325587184679,0.0324251615212008,0.0324251618316417
5,val,0.4625000002838316,0.9711546784355528,0.4439608227638971,0.3033310281378882,0.4574600869701022,0.4439608298596881,0.544483007419677,0.3543872386217117,72.25943029494513,0.2560767098551705,0.2560767126934869,11645.69278971354,101.1636029198056,0.8136434425007213,,,,0.0001,101.1636029198056,0.3369605597995576,0.9072648343585786,7.0799713134765625,0.1073747308303912,0.0348575642066342,0.0348575635857525
6,train,0.5,0.9560173065752112,0.4231718017529415,0.2848052358435046,0.4546582199713235,0.4231717985483907,0.5102979690437356,0.3606029567058368,78.66469106366557,0.2612145812280716,0.2612145869962631,17540.6020219044,111.39341875301896,0.8216713074883226,,,,0.0001,,0.3214331075388898,0.906739640299992,59.27719378471375,0.1229937717879331,0.033364458300013,0.033364458300013
