epoch,phase,bucket_acc,bucket_ce,bucket_distance_l1,bucket_entropy,bucket_expectation_l1,bucket_index_l1,bucket_prior_kl,calorie_from_map_l1,calorie_mae,calorie_map,calorie_map_l1,calorie_mse,calorie_rmse,loss,loss_contrast,loss_reconstruction,loss_total,lr,scheduler_metric,segmentation,segmentation_dice,time_sec,total_calories,volume,volume_mae
1,selfsup,,,,,,,,,,,,,,,2.0488695040825875,0.3221645513849874,2.209951775048369,,,,,,,,
2,selfsup,,,,,,,,,,,,,,,0.953148675862179,0.2506405010979662,1.078468927132186,,,,,,,,
3,selfsup,,,,,,,,,,,,,,,0.5152539202282506,0.225283983093436,0.62789591265622,,,,,,,,
4,selfsup,,,,,,,,,,,,,,,0.4062239862577889,0.2108235306316806,0.5116357524548808,,,,,,,,
5,selfsup,,,,,,,,,,,,,,,0.331017038915106,0.1969312827593536,0.4294826809757499,,,,,,,,
6,selfsup,,,,,,,,,,,,,,,0.2936663843130552,0.1837910936884982,0.385561930235996,,,,,,,,
7,selfsup,,,,,,,,,,,,,,,0.253427694161092,0.1742608073337744,0.3405580978880646,,,,,,,,
8,selfsup,,,,,,,,,,,,,,,0.2382852205586048,0.1687607216017861,0.3226655814596402,,,,,,,,
9,selfsup,,,,,,,,,,,,,,,0.2208980970405122,0.160908417235459,0.3013523055981564,,,,,,,,
10,selfsup,,,,,,,,,,,,,,,0.2129640250757176,0.1591621562437985,0.2925451020559957,,,,,,,,
11,selfsup,,,,,,,,,,,,,,,0.1988367716311126,0.1506573743317076,0.2741654578556297,,,,,,,,
12,selfsup,,,,,,,,,,,,,,,0.1930361265937487,0.1486488315927726,0.2673605424902772,,,,,,,,
13,selfsup,,,,,,,,,,,,,,,0.1838819503944407,0.1567804786546897,0.2622721897017571,,,,,,,,
14,selfsup,,,,,,,,,,,,,,,0.1833259910345077,0.1290700583848902,0.2478610200266684,,,,,,,,
15,selfsup,,,,,,,,,,,,,,,0.1723418779350737,0.1339613712362704,0.2393225638135787,,,,,,,,
16,selfsup,,,,,,,,,,,,,,,0.1686803879596853,0.1276649551926761,0.2325128645345729,,,,,,,,
17,selfsup,,,,,,,,,,,,,,,0.1680960357790031,0.1263816173198402,0.2312868444188948,,,,,,,,
18,selfsup,,,,,,,,,,,,,,,0.1633878851770072,0.1268572214870683,0.2268164958203992,,,,,,,,
19,selfsup,,,,,,,,,,,,,,,0.1630201072942826,0.1209182891073406,0.22347925162764,,,,,,,,
20,selfsup,,,,,,,,,,,,,,,0.1562124026879187,0.12388979222986,0.2181572986626496,,,,,,,,
1,train,0.5268145161931233,0.6151755368837746,0.4195808361294449,0.5959963476465594,2.432320232032448,0.4195808361294449,0.0967983982215325,0.9281621743594448,115.99799997063091,0.2811205232095334,0.2811205276558476,33423.410107684394,157.01057811449934,0.6124069070976591,,,,0.0001,,0.5149441661052806,0.8438149491945902,67.20083951950073,0.2291424068552191,0.1124590480279538,0.1124590484685795
1,val,0.5083333339009967,0.6923487569604602,0.3810313216277531,0.4202673208145868,1.0443229873975115,0.3810313287235441,0.2678189160568373,0.4439379771550496,94.42581449236188,0.3175703230358305,0.3175703272933051,21435.646984282,136.0741836911156,0.441070687228983,,,,0.0001,136.0741836911156,0.3923081386656988,0.9037032042230878,7.536823749542236,0.1846433776829923,0.1321138906336966,0.1321138924076443
2,train,0.5002016130314079,0.8681505085319601,0.4209757925521943,0.3514493351341575,0.7172853289752879,0.4209757903090087,0.4073129628975225,0.4646176464294874,91.43660785305885,0.341420896511565,0.3414209033212354,21912.52612173429,128.21213504832278,0.5504406807398555,,,,0.0001,,0.3626718179833504,0.8942340718161675,60.70408320426941,0.1578758828522216,0.1225994884647348,0.1225994885448486
2,val,0.5083333339009967,1.0195137489409674,0.4287708784852709,0.2628161566598074,0.4356056380839574,0.4287708742277963,0.5733791689078013,0.4719299510830924,96.46149826049805,0.3873964093980335,0.387396419332141,21678.111432756697,136.9142554146903,0.5693804260456201,,,,0.0001,136.9142554146903,0.3370033743835631,0.9050465822219848,7.935245513916016,0.1866971091145561,0.1466378580246652,0.1466378573150862
3,train,0.4997983871288197,0.9288874540918616,0.4227150709077876,0.3068253487669011,0.5531862429393235,0.4227150690651709,0.4721253501471653,0.4497792139168708,87.84778406286752,0.4452900679842118,0.4452900785592295,20404.900306619624,122.75414136660996,0.6494485199250758,,,,0.0001,,0.3383765486619806,0.8983057356008919,61.395275354385376,0.1463238795798632,0.1257364073748229,0.1257364078555055
3,val,0.5083333339009967,0.9227502601487296,0.4148850795768556,0.2892858307986032,0.4635146856307983,0.4148850809960138,0.4940598954757054,0.4094238792146955,84.94793555850075,0.4869948355924515,0.4869948441074008,16321.825346447173,120.70210938226607,0.6225995378060775,,,,0.0001,120.70210938226607,0.3349599724724179,0.9066132534117926,7.603012800216675,0.1484099037590481,0.1318740539607547,0.1318740528963861
4,train,0.5004032257423606,0.950943130479064,0.424188551082406,0.2942390267246513,0.505195447514134,0.4241885518034299,0.4978524209751236,0.3994715651997956,84.63135007632675,0.5228230565465907,0.5228230735307099,18995.58031439012,118.7889258887178,0.74456280807052,,,,0.0001,,0.3249469014906114,0.899734866234564,62.30676817893982,0.1366548263618061,0.1245074520508448,0.1245074527718687
4,val,0.5083333339009967,0.8109396270343235,0.3899453360409963,0.3195376374891826,0.5798933605353037,0.3899453317835217,0.3971990077268509,0.3806818163111096,75.70336659749348,0.4995110801288059,0.4995110957395463,12378.659970238095,107.3986285981678,0.6957647291096773,,,,0.0001,107.3986285981678,0.3286743064721425,0.9059032059851146,7.481762886047363,0.1192404035301435,0.1206463419255756,0.1206463408612069
5,train,0.5,0.9566084425295552,0.4228286916209805,0.28684616361254,0.4838529128220774,0.4228286901789327,0.5073878641330427,0.3779791507829902,81.41826141521494,0.4930852241413567,0.4930852347163744,18230.313946467573,114.62033708633916,0.8438862774909948,,,,0.0001,,0.3151755241617079,0.9041385509634532,61.45493149757385,0.1292036440704138,0.124369904799487,0.1243699046793163
5,val,0.5083333339009967,0.9037340524650757,0.4072305744602567,0.281990830387388,0.4232157199155716,0.4072305723315194,0.4909426647992361,0.3790027101834615,76.9047117687407,0.4386112448715028,0.4386112548056103,14285.128941127232,112.66986901419504,0.8039820317066078,,,,0.0001,112.66986901419504,0.3179796111016046,0.911903704915728,7.840510129928589,0.1305663125323397,0.1340428711402984,0.1340428739786148
6,train,0.5,0.9562352520804251,0.4225581639236019,0.2859363843516637,0.4734198531155945,0.4225581631224642,0.5060402867935037,0.3694386702551636,79.39327563008955,0.4971384385260202,0.49713844765899,17735.211754583543,112.66059617073306,0.8321490822416363,,,,0.0001,,0.3057754260878409,0.9100405868663582,63.40907692909241,0.1250585009674391,0.1241243060237617,0.1241243061439324
6,val,0.5083333339009967,0.9897391597429912,0.4190100282430649,0.2569274093423571,0.3981639345486958,0.419010036048435,0.5563695899077824,0.3752007001922244,80.72177868797665,0.5664423335166204,0.5664423562231518,15093.952194940475,115.36037408737909,0.8334390394615404,,,,0.0001,115.36037408737909,0.3034922296092623,0.91281263033549,7.370221376419067,0.1382951173221781,0.1350705371726127,0.1350705364630335
