epoch,phase,bucket_acc,bucket_ce,bucket_distance_l1,bucket_entropy,bucket_expectation_l1,bucket_index_l1,bucket_prior_kl,calorie_from_map_l1,calorie_mae,calorie_map,calorie_map_l1,calorie_mse,calorie_rmse,loss,lr,scheduler_metric,segmentation,segmentation_dice,time_sec,total_calories,volume,volume_mae
1,train,0.5391801076550637,0.6333783091075958,0.43357493127546,0.6097002923488617,2.519989897486984,0.4335749301538673,0.0922989526823643,0.9685011328228058,129.69003008770687,0.2616584749231415,0.2616584784481474,35409.863444010414,170.47183467495827,0.6723702227025723,0.0001,,0.6532665989411774,0.7252066305247686,72.7458701133728,0.2654645504049396,0.114196289290664,0.1141962892506071
1,val,0.5083333339009967,0.719742320832752,0.39842137552443,0.445718846150807,1.1431870659192402,0.3984213847489584,0.2539877483532542,0.6966231791746049,95.26300085158576,0.3575973751999083,0.3575973822956994,20463.142566499257,135.8940013703846,0.4704524184718276,0.0001,135.8940013703846,0.5531549936249143,0.8135645616622198,7.778623342514038,0.1784556128439449,0.1307056549759138,0.1307056571046511
2,train,0.5,0.8654175862189262,0.4206943900514674,0.3545563576682921,0.7321314850161152,0.4206943906923776,0.3993658618701081,0.480210160456037,93.20765807038994,0.3125578453463892,0.3125578507941256,22186.980378181703,130.88284248434087,0.5634004346449367,0.0001,,0.4449063759016734,0.8622769867220232,64.68201279640198,0.1630397212481306,0.1167412578498804,0.1167412575694822
2,val,0.5083333339009967,0.8158523525510516,0.4041605861414046,0.3593804424717313,0.72072852793194,0.4041605903988793,0.3719235020024435,0.4774979906422751,109.33741505940756,0.4830777581248964,0.4830777779931113,19239.33582124256,136.00081598191034,0.5731064745874116,0.0001,136.00081598191034,0.4827294676076798,0.8707633188792637,7.605931758880615,0.1872751734086445,0.1036728404107548,0.1036728377498331
3,train,0.5,0.935946209135876,0.423753439498845,0.3058552407128836,0.5528295184335401,0.4237534389380485,0.47785188694815,0.4368053453583871,88.42061934932586,0.3204689883096244,0.3204689974425941,20464.20019399992,122.96558978993406,0.6534061078672055,0.0001,,0.3951746403209625,0.8850086546072395,64.28355884552002,0.1484363892826662,0.1139185711420992,0.113918570501189
3,val,0.5083333339009967,1.1325605994179135,0.4304374456405639,0.2215380746693838,0.406502400125776,0.4304374506076177,0.6474600221429553,0.4444415995052883,115.35361626034693,0.3653279223612377,0.3653279266187123,26642.19617280506,157.23781513032458,0.750493382323872,0.0001,157.23781513032458,0.4182325559003012,0.890517220610664,7.516694784164429,0.2294557247133482,0.1528017432207153,0.1528017457042421
4,train,0.5,0.958119537400943,0.4251567682111135,0.2943185678412837,0.5031451062169127,0.4251567668491794,0.4977394210234765,0.4027995271708375,84.19964673442226,0.28268119981212,0.2826812049394013,19229.75713389407,119.6270253171203,0.7510485109656748,0.0001,,0.3655244402026617,0.8910530203132219,67.01014447212219,0.139181806205181,0.1117239551598666,0.1117239555203786
4,val,0.5083333339009967,0.9020378490289052,0.4079778627270743,0.2953359058925083,0.5191681512764522,0.407977860598337,0.4718256096045176,0.4115088120812461,86.09319069271996,0.3416991929213206,0.3416991971787952,16005.78849283854,119.9293065752302,0.7496308850519585,0.0001,119.9293065752302,0.3786390281858898,0.886859002567473,7.74048900604248,0.1472884229428711,0.1070664925944237,0.1070664943683715
5,train,0.5005376345367842,0.9519491509724688,0.4230402751315024,0.2924929419031707,0.4994630483529901,0.4230402760127539,0.4980159527572092,0.4112219017359518,84.97652246618783,0.3268289918540626,0.3268289990643019,19286.934263824136,118.29021833276236,0.869236761391765,0.0001,,0.3559071520964305,0.894895919869023,60.38429641723633,0.1381924243403538,0.1133479548077429,0.113347955128198
5,val,0.5083333339009967,0.8654479455380213,0.4147799795582181,0.3286797276565006,0.5401381098088764,0.4147799795582181,0.4384079185270128,0.4122055896690914,93.80646333240328,0.5448045091969627,0.5448045177119119,15294.391996837798,119.92085302443732,0.8648814624006098,0.0001,119.92085302443732,0.4005677813575381,0.887814876579103,7.366684198379517,0.1482202641311146,0.0971919344294638,0.0971919337198847
6,train,0.4997983871288197,0.9547727767338036,0.423273936474836,0.2873820863584036,0.4688457933965549,0.4232739371157462,0.5105671022608075,0.3720981954566894,79.48444575648153,0.3233649249999754,0.3233649326908973,17542.274441626763,112.4633731021676,0.8325930981122284,0.0001,,0.3422015474368167,0.89828315729736,64.64602160453796,0.1244033690121385,0.1130391937750642,0.1130391940154055
6,val,0.5083333339009967,0.8942499373640332,0.4064570175749915,0.2875246079195113,0.4334683106059119,0.4064570161558333,0.4816391531910215,0.3641616013788041,73.01829946608771,0.3445741094294048,0.3445741165251959,12092.646879650298,103.40381404331752,0.7816706281719785,0.0001,103.40381404331752,0.3632484646070571,0.8958500481787182,7.620985746383667,0.1124558473626772,0.1146662299122129,0.1146662313313711
7,train,0.4997983871288197,0.9554985242505228,0.4230314091008196,0.2849612779194309,0.4620869914370198,0.4230314104627537,0.511441257131356,0.3566989285010163,78.47205354834115,0.3171007243856307,0.3171007279106366,17344.01164393271,110.01356625300582,0.8207053327399874,0.0001,,0.3317889737826521,0.9000444300072168,66.63513994216919,0.1211482921755442,0.1125344935684434,0.1125344933281021
7,val,0.5083333339009967,0.9026639575049992,0.4126817654995691,0.2923188841059094,0.4235592598006839,0.4126817598229363,0.4898415988399869,0.3589156142302921,69.80759956723168,0.3445004920164744,0.3445005076272147,11325.813627697173,100.92549859909784,0.7766122261683146,0.0001,100.92549859909784,0.349162818420501,0.8987074182147071,8.373778343200684,0.1080212149591673,0.115657641064553,0.1156576414193425
8,train,0.4993951613063453,0.9540119113460664,0.4223982640492019,0.2839591396591996,0.4479606601820197,0.4223982666128425,0.5142761719643428,0.3383769123784957,75.65034856078445,0.3103895099252783,0.3103895155332422,16333.358284242691,106.7280905323644,0.8009709523583101,0.0001,,0.3194027760977386,0.9014869063131272,64.56358623504639,0.113875279733811,0.1127267964184284,0.1127267966988266
8,val,0.5083333339009967,1.0588374506859553,0.4282729483786083,0.2353333412181763,0.3542743360712415,0.4282729497977665,0.6220678012995493,0.3694921064944494,79.40634355090913,0.3074031791516712,0.3074031940528324,14420.902471633184,115.5620382399786,0.8377178918231617,0.0001,115.5620382399786,0.3278687851769583,0.9012156100500196,7.484467029571533,0.1351231168955564,0.1183255297087487,0.1183255304183278
9,train,0.4997983871288197,0.9538760563378692,0.4203993618808767,0.2778881568742055,0.421254963724203,0.4203993597979186,0.5105277653583276,0.3235311377593266,70.62683790473528,0.3036771964642309,0.3036772022324224,14887.27321764218,100.0015036059964,0.7728958071281613,0.0001,,0.3122066222531821,0.9046091072020992,67.17948317527771,0.1008211705753559,0.1106746001269227,0.1106746001669796
9,val,0.5083333339009967,0.9950843652089436,0.4184950448217846,0.2552143782377243,0.3771790734359196,0.4184950434026264,0.5564271289677847,0.3770012741997128,72.96591023036412,0.4233845699401128,0.4233845685209547,12213.128580729166,103.9914901370094,0.8032405289736662,0.0001,103.9914901370094,0.3520583382674626,0.901319838705517,8.18854308128357,0.1138071753971633,0.1209944674656504,0.1209944667560713
10,train,0.4997983871288197,0.9550705258884736,0.4212704791977841,0.2803295545520321,0.4338670340917444,0.4212704792778979,0.5170817395612117,0.3177159781097084,72.43351032913372,0.3211308323567913,0.3211308374840726,15479.24661812731,102.47312045353716,0.7816026724950231,0.0001,,0.3068474431832631,0.9045988936578074,65.23305368423462,0.1066768494464697,0.1109777618079416,0.1109777621283967
10,val,0.5083333339009967,1.0464983497347151,0.4226578360512143,0.2363650812989189,0.364871703443073,0.4226578367607934,0.6010086706706456,0.3618795325358708,85.2273199898856,0.3521429527373541,0.3521429612523034,16297.299641927084,121.73686763218473,0.8471718737573335,0.0001,121.73686763218473,0.3155292031310853,0.906722000667027,7.83306074142456,0.1491681809226671,0.1329561855111803,0.1329561862207594
11,train,0.5,0.9610325420095076,0.4215826851225668,0.2784530050972456,0.4323299999038378,0.4215826830396088,0.5217398366620464,0.3165438534912242,73.78906708378946,0.3331590205110529,0.3331590256383342,15967.527440224923,103.64326036104592,0.7858639929832433,0.0001,,0.2988658686799387,0.9092131712103404,65.6905312538147,0.1096960774783085,0.1108638197584177,0.1108638197584177
11,val,0.5083333339009967,0.8266455247288659,0.3885760584047862,0.3047357549269994,0.519869727747781,0.3885760591143653,0.4132835112866901,0.3819289633205959,68.22964114234561,0.3610667430219196,0.3610667486985524,9952.452241443452,96.42258780343192,0.7742200136184693,0.0001,96.42258780343192,0.325987859850838,0.9024685791560582,8.041566848754883,0.0974901618347281,0.1046353784345445,0.1046353773701758
12,train,0.4997983871288197,0.9542498974710384,0.4202235468452976,0.2769929891632449,0.4121262077842989,0.4202235460441599,0.5146362879263457,0.3038902972494402,68.17112762697282,0.3280817996109685,0.3280818087439383,14758.366911201068,97.48940771369524,0.7584809997667769,0.0001,,0.2973525128377381,0.9092590882573076,63.9876012802124,0.0975258066969853,0.1092975416010425,0.1092975420817252
12,val,0.5083333339009967,1.004593483039311,0.4214710061039243,0.2469159698202496,0.3592135225023542,0.4214710061039243,0.5815557695570446,0.3918563531977789,81.12740707397461,0.340353691861743,0.3403536989575341,16177.581752232143,119.92308553059895,0.8377943674723307,0.0001,119.92308553059895,0.3184713508401598,0.9081324878193084,7.597660064697266,0.1465728847043854,0.1195201281280744,0.1195201288376535
13,train,0.4999663978815079,0.9554001354081656,0.4209671475554025,0.2780537147836018,0.4084023451132159,0.4209671480360851,0.515081898699845,0.3023300405631783,67.4231925882319,0.3296952279665137,0.3296952330937949,14174.487882224465,95.6928220359228,0.7547873546780159,0.0001,,0.292940898928591,0.909221109203113,64.03442692756653,0.095114426156606,0.1091999865026884,0.1091999866629159
13,val,0.5083333339009967,0.996104705901373,0.4189977035635993,0.2489194799037206,0.3343885101023174,0.4189977021444411,0.5702108208622251,0.3046820951359613,73.08281744094123,0.4058502430007571,0.4058502614498138,12322.24402436756,106.27214831397649,0.7647035378398317,0.0001,106.27214831397649,0.3244060036681947,0.9053727842512584,7.45083737373352,0.1160778354498602,0.1243507709531556,0.1243507670504706
14,train,0.5003360215053764,0.9484888020382132,0.4183951020641352,0.2761525511741638,0.4082980945065457,0.4183951008624287,0.517332731195355,0.2903659911726111,67.28677319967619,0.3202361318693366,0.3202361403613962,14226.75454810358,96.42673244271226,0.7468612781678787,0.0001,,0.2898643688168577,0.9089253935762632,64.59840297698975,0.0938303713556579,0.1090352990694584,0.1090352987890602
14,val,0.5083333339009967,0.9534023091906592,0.4148699825718289,0.2654059380292892,0.3655153683253697,0.4148699811526707,0.5315876748590243,0.314439961598033,68.43737338838123,0.3545600601605007,0.3545600629988171,10660.931774321056,97.98565837315152,0.7493763284249739,0.0001,97.98565837315152,0.3100695013999939,0.8994674342019218,7.594416856765747,0.1025256128715617,0.1134058524455342,0.1134058517359551
15,train,0.5004032257423606,0.9593140537379892,0.4187706130486662,0.2728127117759438,0.3920671137911017,0.4187706135293489,0.5210148460201679,0.2846607016699929,63.62144726578907,0.315627854197256,0.3156278602859025,13336.747846049648,90.65266063649167,0.7339054636080257,0.0001,,0.2831005981212021,0.9099757597651532,64.44746565818787,0.0848136132893462,0.1086695193443247,0.1086695200252917
15,val,0.5083333339009967,0.893005425021762,0.3990698165836788,0.2793772731508527,0.4141376231397901,0.3990698137453624,0.4708160836072195,0.2880337181545439,60.13274946666899,0.3931008946327936,0.3931009059860593,8042.792672293527,85.54717835925874,0.7099761565526327,0.0001,85.54717835925874,0.3000533069883074,0.9107760531561716,7.603936672210693,0.079866197935882,0.1129576602861994,0.1129576581574621
16,train,0.4995631720590335,0.9563211872372576,0.4187026643945324,0.2734527460509731,0.388489251655917,0.4187026653558977,0.5220112598711445,0.2734857646207655,61.871602396811205,0.3162088471074258,0.3162088539170962,12693.27791078629,89.219058416223,0.723921668007719,0.0001,,0.2778873781683624,0.9124156730149382,65.6172080039978,0.0819797740638336,0.1082836637093174,0.1082836642300569
16,val,0.5083333339009967,0.9640035288674492,0.4063574175039927,0.2591251191638765,0.3699076651107697,0.4063574175039927,0.5205636223157247,0.2938417260135923,74.38614036923363,0.3115019982769376,0.3115020025344122,12312.948218936011,106.5045796348935,0.7600276943409081,0.0001,106.5045796348935,0.3045775847775595,0.910555158342634,7.68299674987793,0.1180955925512881,0.1294410888637815,0.1294410895733606
17,train,0.5007728495264566,0.953838264108986,0.4187003112928841,0.2724622479209336,0.3855638021743425,0.4187003104116327,0.5214071089141471,0.2739749034886719,61.82603183869393,0.3078113169439377,0.3078113251155422,12586.712716379474,88.13417140386437,0.7226058091980841,0.0001,,0.2729259281549402,0.9133945690688268,64.73192501068115,0.0815571744685932,0.1081734290446645,0.1081734293651196
17,val,0.5142857148533776,0.9035338674272808,0.3973113695780436,0.2775766111555554,0.4230757710479554,0.3973113688684645,0.4632474985860643,0.2950684194053922,69.91964394705636,0.3451569122927529,0.3451569151310694,11663.462576729911,102.68005116780598,0.7458379481778,0.0001,102.68005116780598,0.2902214328447978,0.9084083381153288,7.6073994636535645,0.1079093950490156,0.1078402197786739,0.1078402176499366
18,train,0.5002016130314079,0.9648209251062844,0.4200893171051497,0.2702178884578007,0.3680134620717776,0.4200893156631018,0.5299726413382638,0.2648796789268011,60.26307993037727,0.3027927846677841,0.3027927940410952,12188.77408919796,85.64474827756163,0.711483222466928,0.0001,,0.2712411791566879,0.9141503960214636,65.97759914398193,0.0770683885321662,0.1076033557614972,0.1076033560819523
18,val,0.5113095243771871,0.8807530999183655,0.3953837028571537,0.2809138936655862,0.4271357499417804,0.3953837014379955,0.4600141907022113,0.3024486736172721,64.32801455543155,0.3494593195971988,0.3494593366270974,9188.49839564732,90.99305961245582,0.7255724054394346,0.0001,90.99305961245582,0.3069303617590949,0.9110743630500068,7.485722303390503,0.0906636000921328,0.1102725845717248,0.1102725877648308
19,train,0.5,0.9601519038920762,0.4188304081238726,0.2702501119785411,0.3712876334145505,0.4188304082841002,0.5240202308982931,0.2735120235111123,59.2813278834025,0.3188564171714167,0.3188564219782429,14874.618509272092,84.94386894472184,0.708600047461513,0.0001,,0.2703095979748233,0.9161549027889004,68.2992651462555,0.0770094619803531,0.1066509324616642,0.1066509327821193
19,val,0.5083333339009967,1.003608987444923,0.4217367626371838,0.2419406899384089,0.3132392395110357,0.4217367597988674,0.5952299691381908,0.3304201676732018,72.20289975120907,0.3306871837093716,0.3306871865476881,11952.128685360864,104.12670480637324,0.7666936802141594,0.0001,104.12670480637324,0.2784872040862128,0.9124533335367838,7.505053997039795,0.1143360270985535,0.1105844140762374,0.110584414431027
20,train,0.4997983871288197,0.960755625078755,0.4188336693151023,0.2683763612983047,0.3657468055044451,0.4188336709974914,0.5270011580038455,0.246579403358121,57.35715722524992,0.3138755019954455,0.3138755100068225,11615.689481345556,82.02855940788022,0.6971986658645398,0.0001,,0.2678723217498872,0.915042523735313,67.49655055999756,0.0711654480797068,0.1065473566532776,0.1065473567333913
20,val,0.5083333339009967,0.9927023876281011,0.4168243599789483,0.2463146795829137,0.3149248737664449,0.4168243585597901,0.5679993771371388,0.2847076072579338,70.22360465640114,0.3344137824717022,0.3344137909866514,10550.201764787946,97.41176023937408,0.7322271621588504,0.0001,97.41176023937408,0.2761588252726055,0.9166678218614488,8.216775894165039,0.1016785056285914,0.1139536077777544,0.113953604939438
21,train,0.5003360215053764,0.9595879861103592,0.4189350608616106,0.2679850981440595,0.3598292386660012,0.4189350614624639,0.5315553207471165,0.2477822774840939,56.08929019845942,0.3076300475225654,0.3076300571362177,11214.41678873698,80.30453794745989,0.6930815210246076,0.0001,,0.2612435625445458,0.9173530471581284,64.64301228523254,0.0689725761792512,0.106551511153098,0.1065515108726998
21,val,0.5113095243771871,0.9399455814134507,0.4070210719392413,0.265269134016264,0.3628818236646198,0.4070210769062951,0.5101616928974787,0.2850616169827325,63.9737910316104,0.3524727324644724,0.3524727310453142,10693.702816917785,96.1866963704427,0.7280893741231976,0.0001,96.1866963704427,0.2805308884098416,0.912533856573559,7.520084619522095,0.0998374724849349,0.1090544412533442,0.1090544391246069
22,train,0.5003024193868842,0.956186437959312,0.4181336882293865,0.266038576601654,0.3317883907947489,0.4181336837430154,0.5306140998358367,0.216227099219317,50.09079581435009,0.3164474501084255,0.316447455876617,9477.05810710948,71.44372779066845,0.655210570052818,5e-05,,0.2582356235993805,0.918332399219595,65.80232214927673,0.0539559447181521,0.1057831316545445,0.1057831312940325
22,val,0.5083333339009967,0.968841362567175,0.4107380182970138,0.2505664499033065,0.3049324502547582,0.4107380168778555,0.5431740461360841,0.2670611036675317,59.87739744640532,0.3198708693186442,0.3198708792527516,8312.445928664434,86.96468970889137,0.6915750449353998,5e-05,86.96468970889137,0.2657368509542374,0.9166044961838496,7.540006637573242,0.0807083748458396,0.1120252318325496,0.1120252304133914
23,train,0.5015793010111778,0.9606186023322484,0.417841664485393,0.2626091899570598,0.3140278253504025,0.4178416653666445,0.5345360813762552,0.207798506664012,47.47934871591548,0.3068317642775915,0.3068317697253278,9035.915932275915,67.55412209418512,0.6434556038291366,5e-05,,0.2541909024760287,0.9205969764340308,64.16846561431885,0.049383250548334,0.1059568485906047,0.1059568483903203
23,val,0.5083333339009967,0.932473117396945,0.4095138694558825,0.2670036511761801,0.3360010612578619,0.4095138651984079,0.516235127335503,0.2561563310169038,58.54951858520508,0.3424150830223447,0.3424150886989775,8090.037248883928,85.24239422026135,0.6857395352739276,5e-05,85.24239422026135,0.2706636914185115,0.9183571934700012,7.48925518989563,0.0797142972726197,0.1056095503625415,0.1056095510721206
24,train,0.5008736560421605,0.9638892288810464,0.4182508072705679,0.2609715387225151,0.3082606999143477,0.4182508082319331,0.5373758611179167,0.196170204148818,46.22037390226959,0.3005795349036493,0.3005795411525234,8843.863813502814,65.88107097789805,0.6360171040300568,5e-05,,0.2517627407145756,0.9213770105633684,67.15714287757874,0.0470981377988092,0.106148323144323,0.1061483229039817
24,val,0.5098214291390919,0.8900634930247352,0.3985723583471207,0.277229477252279,0.3849125830900101,0.3985723540896461,0.4736155782427106,0.2742218701612381,59.13138435000465,0.3469446173736027,0.3469446202119191,8582.229852585566,88.18114380609421,0.6929275122555819,5e-05,88.18114380609421,0.2692240959122067,0.9180714232581002,8.149529218673706,0.080792091698164,0.1105980170624596,0.1105980195459865
25,train,0.5008064516449487,0.9606608075480308,0.4177202718552723,0.2609904463733396,0.3061340827775258,0.4177202709740208,0.5418207818862572,0.191627550910237,45.24059158243159,0.2922102347497017,0.2922102400372105,8592.012999503842,64.02430300558767,0.6296588770869606,5e-05,,0.2491174436384631,0.9224701780144886,65.47356224060059,0.0443038362534015,0.1057251296456783,0.1057251294453938
25,val,0.5098214291390919,0.9425535088493712,0.4058157595850172,0.258599083338465,0.3265167723099391,0.4058157531988053,0.5187802761793137,0.2538609547274453,60.45550464448475,0.303188050077075,0.3031880529153914,8435.053385416666,87.37866229102725,0.6851704648046782,5e-05,87.37866229102725,0.2641170450619289,0.917079332328978,7.616923809051514,0.0821952834902774,0.1106295124405906,0.1106295117310115
26,train,0.5016801075268817,0.9650884861907651,0.4173654667151871,0.2582512675754486,0.2966988380717975,0.417365466074277,0.5415090207531247,0.1846294504820659,43.715714321341565,0.2901067930844522,0.2901068006151466,8624.795409007738,61.71649385267688,0.6228429306637157,5e-05,,0.2474888497462836,0.9223837307704392,65.11870265007019,0.0418771151828789,0.1056692652724763,0.1056692647917937
26,val,0.5113095243771871,0.913533349831899,0.4037817595970063,0.2709667427199227,0.347701147198677,0.4037817617257436,0.4944441013392948,0.2484724305215336,55.97860981169201,0.3210881125359308,0.3210881352424621,8571.285086495536,85.22916194370815,0.6768617402423512,5e-05,85.22916194370815,0.2590469292231968,0.921374914192018,7.6010706424713135,0.07851376136144,0.0993179430564244,0.0993179430564244
27,train,0.5013440860215054,0.9665662968350996,0.4176579713821411,0.2573530488116767,0.2908451519105383,0.4176579701003208,0.5432672709707291,0.1782126353793247,42.38334563470656,0.2937013059854507,0.2937013135161451,8056.978392242104,60.30050609957787,0.6171699453684617,5e-05,,0.2442925926498187,0.924072475202622,64.82358431816101,0.0403286724436467,0.105691142580522,0.1056911430612046
27,val,0.5083333339009967,0.9435428494498844,0.4120405976261411,0.2605963242905481,0.3127401137635821,0.412040603302774,0.5360769437892097,0.2621708519402004,54.16202563331241,0.2960344907783326,0.2960344992932819,7769.713297526042,83.29779234386626,0.678621151230552,5e-05,83.29779234386626,0.2544554195233753,0.9215862183343796,7.977921485900879,0.0744638894462869,0.0980703894581113,0.0980703912320591
28,train,0.5023521505376344,0.9618791213599583,0.4172385633792928,0.2586614301288,0.2936677504931727,0.4172385646611131,0.53942445986053,0.1848100531565886,41.88335837087324,0.2928342981043682,0.2928343040327872,7884.176984233241,59.158101163884645,0.6173262347275962,5e-05,,0.2435299400039898,0.9247062837564816,64.90031123161316,0.0386403013140924,0.1059101785543144,0.1059101781938024
28,val,0.5098214291390919,0.971933024270194,0.4098779928116571,0.2464392249073301,0.2953195508037294,0.4098779878446034,0.5503845172269004,0.2375112285926228,57.22293708437965,0.3233630231448582,0.3233630373364403,7759.017136346726,83.43982950846355,0.6734599568627098,5e-05,83.43982950846355,0.2544761889037631,0.9221434110686892,7.5359930992126465,0.0755966593112264,0.1174811288004829,0.1174811270265352
29,train,0.5016801075268817,0.9642130575513328,0.4176733230230628,0.2576973820405622,0.2859630869921817,0.4176733215009012,0.5437005205099942,0.1699522401015925,39.53602843130789,0.2852997720562001,0.2852997787857568,7521.242479549941,56.78439682786183,0.6076521323586153,5e-05,,0.2426100963706611,0.9250112852101684,63.9461784362793,0.0359181795940203,0.1061112958817712,0.1061112959218281
