epoch,phase,contrastive_loss,loss,lr,mae,rel_err_pct,rmse,time_sec
1,selfsup,0.4040182236061301,,,,,,
2,selfsup,0.3209239201199624,,,,,,
3,selfsup,0.2795213125245545,,,,,,
4,selfsup,0.2557391915270077,,,,,,
5,selfsup,0.2491297014458205,,,,,,
6,selfsup,0.2359082498537597,,,,,,
7,selfsup,0.2280415873373708,,,,,,
8,selfsup,0.2276945114135742,,,,,,
9,selfsup,0.2196169022911338,,,,,,
10,selfsup,0.2140558304325227,,,,,,
11,selfsup,0.2086421679505097,,,,,,
12,selfsup,0.2044945255482709,,,,,,
13,selfsup,0.1928920048459242,,,,,,
14,selfsup,0.2001635459482029,,,,,,
15,selfsup,0.1991855273003219,,,,,,
16,selfsup,0.1974847813447316,,,,,,
17,selfsup,0.1896943594979983,,,,,,
18,selfsup,0.1932694589098294,,,,,,
19,selfsup,0.1863927389344861,,,,,,
20,selfsup,0.1835367592271938,,,,,,
1,train,,218.7859672674828,0.0001,218.7859802246093,92.730749540903,308.2843021263003,62.462573289871216
1,val,,207.5018964362867,0.0001,207.5018920898437,87.9480758522812,295.0395497852788,7.300307512283325
2,train,,175.698894236144,0.0001,175.6988983154297,74.46862233848049,261.30500318114844,64.57273507118225
2,val,,152.27354172215317,0.0001,152.27354431152344,64.53996679513195,229.84165745138543,8.013805389404297
3,train,,124.60757577812632,0.0001,124.60757446289062,52.81395894999863,199.76601547185143,63.94818162918091
3,val,,118.47119172992127,0.0001,118.47119140625,50.213100339324455,177.91867985297384,8.224732637405396
4,train,,90.8420171872534,0.0001,90.84201049804688,38.50268520239917,157.7668065036971,61.61422801017761
4,val,,82.38140059962417,0.0001,82.38140106201172,34.916721175159005,121.55682024006305,8.187564134597778
5,train,,81.70624229354088,0.0001,81.70623779296875,34.63055843400432,143.435804728544,62.079086780548096
5,val,,75.4711026278409,0.0001,75.47109985351562,31.98784332866793,117.08133524392348,7.863504409790039
6,train,,79.05630839954723,0.0001,79.05630493164062,33.5074048379112,139.2782595875968,61.21784687042236
6,val,,84.36853066646691,0.0001,84.36852264404297,35.758947324829585,130.9962204249611,7.852946996688843
7,train,,70.93061744869759,0.0001,70.93061828613281,30.06339525192728,131.17844775819694,63.61180114746094
7,val,,86.24887535788797,0.0001,86.2488784790039,36.55592163642199,137.37816335074874,7.41985821723938
8,train,,69.90112000539247,0.0001,69.901123046875,29.627051638469226,128.697501432623,63.438944578170776
8,val,,72.62937631318063,0.0001,72.62937927246094,30.78340198745176,114.31808266165724,8.728351354598999
9,train,,68.38741214122837,0.0001,68.38741302490234,28.98547732561336,127.40908983222116,61.28407001495361
9,val,,74.19569482514352,0.0001,74.19569396972656,31.447272386011853,115.18936938933427,7.250430583953857
